"DP02_0015E","DP02_0016E","DP02_0066PE","DP02_0067PE","DP02_0071PE","DP02_0079PE","DP02_0088PE","DP02_0092PE","DP02_0101PE","DP02_0112PE","DP03_0005PE","DP03_0007PE","DP03_0009PE","DP03_0021PE","DP03_0025E","DP03_0062E","DP03_0063E","DP03_0096PE","DP03_0097PE","DP03_0098PE","DP03_0099PE","DP03_0128PE","DP04_0046PE","DP04_0047PE","DP05_0017E","DP05_0032PE","DP05_0066PE","ZCTA5"
2.39,2.86,93.2,15.4,14.7,93,98.2,1.8,0,2.2,0.6,32.7,0.9,1.7,25.6,46797,59070,98.1,79.7,35.3,1.9,6.5,87.9,12.1,43.6,97.3,0,12057
2.72,3.22,86.9,15,5.3,93.1,98.6,0.4,100,3.2,4.8,28.2,6.7,0,34,65000,72412,92.7,76,24.1,7.3,9.5,80.1,19.9,38.8,93.3,1.3,12058
2.49,2.87,98.2,32.8,9.3,95.2,96.3,3.7,8.2,3.8,1.4,37.3,2.2,0.9,33.5,76250,97467,95.4,86.6,25.6,4.6,8.3,92.6,7.4,48,96.4,0.8,12059
2.35,2.83,97.8,47.6,12.7,89,96.7,1.7,0,4.6,5.1,36,7.9,2.5,31.9,70278,94257,94.7,79.3,32.7,5.3,7.9,85.6,14.4,46.9,92.1,2.2,12060
2.57,3.15,96.5,44.4,8.3,88.9,92.8,6.5,21.9,7.8,2.3,30.5,3.3,0.8,18.7,85043,102205,97.6,89.4,19.6,2.4,3.1,68.1,31.9,43.3,90.2,4.3,12061
2.55,3.12,95.5,17.3,10.9,90.4,95.7,3.4,0,4.5,8.5,22.5,11,1.7,27.4,63258,74517,92.5,82.5,27,7.5,5.4,85.1,14.9,42.9,95.9,4.1,12062
2.78,2.86,100,47.9,13.2,93.7,97.3,2.7,0,2.7,5,18.2,6.1,0,19.5,155658,184174,100,100,12,0,0,100,0,49.1,97.3,0,12063
1.75,2.29,87.1,18.8,14.7,82,93.8,1.2,0,5.3,5.9,40.1,9.9,3.2,38.2,60119,49910,95.6,61.1,52.5,4.4,24.8,64.4,35.6,50.3,95,0.9,12064
2.44,3.02,95.3,51.8,8.8,86.2,90,8.9,17,11.2,2.6,30.2,3.7,0.7,24.3,81192,98347,95,85.9,22.3,5,6.1,67.8,32.2,41.3,89.7,3.9,12065
2.62,3.07,94.4,14.8,9.8,93,98,1.8,0,0.9,6.5,30,9.5,0,32.4,58672,68032,94.9,81.4,22.8,5.1,6.6,84.6,15.4,40.8,98.4,1.6,12066
2.8,3.3,99,30.1,10,86.8,100,0,NA,2.3,0.5,32.7,0.8,0,23.8,66875,87422,100,89.4,33.1,0,3.3,85.3,14.7,41.1,100,0.6,12067
2.43,3.08,89.7,18.4,14.2,91.8,93.6,6,0,4.9,5.6,31.7,8.2,0,20.6,52473,66287,93.3,70,33.3,6.7,6.9,76.9,23.1,42.3,91.4,7,12068
2.9,3.85,86.1,29.2,14.9,67.5,100,0,NA,0,0,64.6,0,0,25.4,NA,57138,100,59.2,55.7,0,0,68.3,31.7,23.9,100,0,12069
2.54,2.99,89.5,25.4,9.5,84.9,99.2,0.5,0,3.1,6.5,34.2,9.9,0.4,20.7,61250,72658,97.9,63.9,51.4,2.1,31,88.8,11.2,43.3,97.3,5.6,12070
2.09,3.07,97.3,24.3,17.4,93.9,87.4,12.6,0,0,0,37,0,0,18.5,51563,70327,93.9,80.2,25.9,6.1,4.5,83.9,16.1,47.3,97.6,0,12071
2.62,3.07,83.3,14.5,12.3,79.3,97.2,2.7,11.4,9.2,3.4,42.2,5.8,0,25.1,45000,53816,89.2,65.5,35.9,10.8,19.9,77.5,22.5,35.4,95,3.1,12072
2.29,2.74,91.7,29.3,11.3,93.3,98.1,1.6,20.5,9.2,2.9,34,4.4,0,29.6,68690,78896,95.8,84.4,33.1,4.2,5.8,90.4,9.6,50,96.1,3.8,12074
2.5,2.98,86.6,22.9,14.6,96.5,89.5,8.1,33.5,6.5,3.3,39.9,5.4,0,19.2,60544,69141,88,78,30.1,12,7.5,84.1,15.9,50.1,93,3.8,12075
2.49,2.8,85.6,11.8,18.6,91.8,94.7,5,0,5.5,6.2,44.4,11.1,1.1,31,58478,64802,87.3,69.1,39.5,12.7,11.6,86.8,13.2,48.7,98.6,3.9,12076
2.55,3.06,97.3,51,11.4,85.8,90.6,9.1,0,10.9,3.9,37.6,6.4,2.6,21.1,95135,109914,94.9,85.2,28.8,5.1,7.7,77,23,45.3,86.2,0.7,12077
2.42,2.98,83.3,15.5,17.9,84.4,96.4,2.5,5.9,4.5,7.6,42.5,13.2,0.5,22.1,39810,51191,88.9,55.3,50.3,11.1,24.5,63,37,41.9,94.7,3.1,12078
2.36,3,91.9,26.5,10.7,98.6,94.6,4.6,0,3.9,3.9,39.2,6.5,1,28.4,66250,79809,97.8,87.3,30.3,2.2,5.5,87.9,12.1,49.6,99,1.8,12083
2.26,3.12,97.1,57.9,6.1,68,76.9,22.5,39.6,24.5,2.1,30.7,3,3.9,25.9,68080,85146,95.6,86.5,17.4,4.4,8.6,23.9,76.1,31.9,66.5,4.4,12084
2.51,2.96,98.8,18.2,7.3,81.7,82.5,16.1,26.8,17,5.1,45.3,9.2,0,20.8,41985,48384,84.6,70.4,16.2,15.4,7.3,16.8,83.2,34.8,86.9,11.3,12085
2.26,2.67,94.4,27,13.6,98.4,96,2.4,0,8.5,5.5,36.8,8.7,2.2,24.3,60417,70748,94.1,75.5,38.9,5.9,10.6,88,12,49.1,97.7,2.4,12086
2.58,2.96,95.4,9.9,16.1,95.1,100,0,NA,0,1.4,40.3,2.3,3.2,33.6,69531,64559,94.1,86.4,24.3,5.9,4.6,91.9,8.1,37.7,98.3,0,12087
1.95,2.29,40,0,8.8,100,100,0,NA,0,0,8.8,0,0,NA,64375,NA,77.6,77.6,8.8,22.4,8.8,100,0,33.1,100,0,12089
2.61,3.19,92.1,20.4,15,87.2,98.4,1.3,29.1,3.7,3.2,35.6,5,0,26.5,57181,61197,92.8,68.5,39.6,7.2,12.5,67.5,32.5,41,98,2.2,12090
2.25,2.99,90.3,16.9,20.5,91.2,97.7,2.3,0,1.9,2.2,42.3,3.8,0,29.6,41500,56805,96.6,69.7,48.7,3.4,8.3,78.2,21.8,51.6,96.1,0,12092
2.5,2.98,82.2,17.7,19.5,97.9,97,2.7,0,2.9,4.2,42.4,7.4,1.9,33.7,50900,58557,90.5,68.2,40.1,9.5,13.2,82.2,17.8,43.9,96.9,3.5,12093
2.95,3.33,93.1,18.4,6.4,94.7,99.6,0.4,0,0.6,6.4,24.1,8.5,0,37.4,74625,76107,92.6,77.8,24.8,7.4,6,92.2,7.8,35.1,100,0.3,12094
2.34,2.73,88.8,16.3,16.6,82.1,94.5,3.4,9.5,5,4.4,38.4,7.1,0.3,20.6,48142,63431,90.6,69,37.6,9.4,12.6,64.3,35.7,41.4,93,3.8,12095
2.14,2.64,97,46.4,12.3,89.4,91.9,7,6.5,3.2,2.3,36.7,3.6,1.2,27,72417,101870,96.8,89.9,25.2,3.2,8,82.2,17.8,50.1,98.3,0.9,12106
2.73,3.11,93.3,28.4,16.5,97.8,99.3,0.7,33.3,1.8,6.2,51.7,12.7,0,17.4,64750,72540,97.8,79.3,46.3,2.2,18,81.6,18.4,50.8,86.1,3.9,12108
2.52,3.07,95.3,43.4,11.3,87.7,87.3,10.1,14.3,15.5,3.2,38.4,5.2,1.3,18.3,73997,91520,96.7,87.5,24.4,3.3,9.2,74.2,25.8,40.2,81.4,6.8,12110
2.03,2.84,100,64.4,0.5,99.5,80.5,12.6,0,9.2,9.2,44.7,16.7,9.5,NA,67083,162483,99.1,84.7,35.8,0.9,0,68.9,31.1,60,100,7,12115
2.31,2.57,89.8,16.9,15.9,88.5,95.4,3.3,0,4.4,5.1,40.6,8.5,1.1,20.6,46458,55834,94.3,70.1,44,5.7,14.3,78.4,21.6,49.6,98.2,1.1,12116
2.47,2.7,87.6,15.6,13.3,93.4,99.5,0.3,0,2.5,3,38.6,4.8,0,22.7,54420,59109,92,70.3,35.8,8,11.4,80.8,19.2,46.5,98.7,3,12117
2.39,2.96,91.9,29.3,14.6,90.2,96.2,3.4,2.7,4.8,3.4,37.4,5.4,0.6,26.6,63750,76454,94.8,80.9,30.4,5.2,8.5,65,35,41.6,93.3,2,12118
2.42,2.71,90.1,21.2,11.4,92.8,94.6,5.4,0,6.9,3.5,40.7,5.9,1.2,36.2,56250,77063,94.1,80.9,34,5.9,7.3,88.2,11.8,50.1,97.4,1.8,12120
2.46,2.86,98,18.7,12,94.8,97.4,2.6,0,1.8,5.8,37.8,9.2,0,27.6,67243,73432,97.6,85.4,30.9,2.4,3.3,92.8,7.2,48.5,97.1,0,12121
2.31,2.73,87.2,15.5,21.5,88.6,98.2,1.6,0,2.1,7.6,41.1,12.9,2.9,30,44738,55999,94,68.4,43.4,6,14.8,81.9,18.1,47.4,98.9,0.9,12122
2.44,2.87,93.4,25.1,13.6,86.1,97.7,1.1,0,2.5,5.6,29.7,8,0.3,26.8,70331,78682,97.2,83.3,29,2.8,7.4,80.5,19.5,44.6,92.8,2.5,12123
2.9,2.77,86.3,31.8,24.4,99.7,98.7,0,NA,7.3,0.9,29,1.3,0,24.2,108977,109666,90.4,81.9,22.2,9.6,16.2,95.8,4.2,49.5,99.5,6.9,12124
2.15,2.75,90,26.7,9.8,93,94.6,5.4,0,8.7,4.5,31.5,6.5,1.2,21.2,51741,68078,89.1,74.6,27.7,10.9,10.2,75.7,24.3,45.8,89.5,3.5,12125
2.94,3.11,97.2,30.4,7.7,91.7,100,0,NA,0,3.1,24.9,4.1,0,26.1,89750,93078,94.8,77.4,29,5.2,1.4,76.2,23.8,46.6,100,1,12130
2.94,3.29,87,9.3,38.3,90.1,95,5,0,5.1,3.3,56.9,7.5,0,27.7,58750,60896,100,62.4,55.3,0,14.2,87.5,12.5,46.6,100,0,12131
2.71,2.66,88.2,10.4,21.8,100,75.4,24.6,67.9,15.4,16.5,61.2,42.5,0,NA,61150,52694,77.3,42.9,69.4,22.7,36.7,78.6,21.4,44.1,65.9,34.1,12132
2.56,3.27,92,20.1,14.2,94,98.4,1.1,0,1.7,3.9,44.1,7,0,31.9,53214,62740,92,75.1,36.6,8,9.5,85.7,14.3,43.9,98.1,0.7,12134
2.23,2.66,98.2,57.2,7.3,99,92.9,7.1,26.7,5.3,3.3,32.3,4.8,4.1,25.1,89276,123882,95.4,79.1,34.7,4.6,0,92.9,7.1,50.7,95.2,5.7,12136
2.97,3.57,92.3,17.2,11,93,95.2,4.1,0,6.5,6.9,27.8,9.6,0,28.7,61563,69064,93,72.7,31.6,7,9.2,85,15,41,92,1.8,12137
2.51,2.96,90.2,22.5,13.9,96.1,96.7,2.4,0,3.4,2.4,37.1,3.8,0.2,30.7,61296,68656,94.7,78.8,32.2,5.3,6.3,86,14,44.4,99,1.8,12138
3.71,5.3,89.8,15.5,11.5,90.6,95.8,2.1,0,4.3,1.9,47.5,3.6,0,19.8,50625,69144,80.1,65,33.6,19.9,2.4,90.9,9.1,55,97.9,2.1,12139
2.37,3.23,88.2,32,22.6,93.2,98.7,0.7,0,1.4,2,35.8,3.1,0,26.6,82564,84635,100,83.6,36.8,0,0.5,88,12,46.4,99.3,0.3,12140
2.35,2.89,89.4,17.7,10.6,86.1,95.8,3.9,3.6,4.8,1.6,35.6,2.5,0.8,24.3,49803,65996,89.6,73.4,31.9,10.4,10.3,62.4,37.6,43.4,92.5,4.1,12143
2.34,3.01,93.4,30,13.3,87.8,94.4,4.9,8.6,5.2,5,30.7,7.2,2.8,19.2,63286,77408,94.8,77.5,33.6,5.2,12.3,62.8,37.2,40.9,88.2,5.3,12144
2.84,3.37,94.8,36.2,12.2,93.8,96.5,3.5,0,5.9,7.2,41.1,12.2,0,35.4,63000,74037,95.9,75.4,36,4.1,21.8,91.8,8.2,45.6,95.5,0,12147
2.55,3.06,97.9,51.1,8.2,96.2,89.1,10.1,19.7,12.5,1.7,35,2.7,0,24.8,101307,113825,96.9,87.2,24.2,3.1,1.5,84.8,15.2,43.4,94.3,6.3,12148
2.59,3.12,85.6,20.6,12.3,85.6,97.7,2.1,0,2.1,7.2,38.9,11.8,1.9,28.8,51000,59918,91.9,60.6,42.8,8.1,13.1,72.5,27.5,39.1,95.7,1.2,12149
2.55,3.37,97.3,32.1,14,98.3,94.3,5.7,0,3.6,3,40.6,5.1,0,24.2,64286,68392,91.5,84,31.7,8.5,1.9,95.7,4.3,47,98.7,0,12150
2.1,2.64,95.5,55.7,13.3,86.7,96.3,3,21.7,6.5,2.9,34.2,4.4,0,22.8,72321,87573,96.2,81.2,27.7,3.8,4.2,79.6,20.4,49.1,95.1,5.1,12151
2.81,3.23,95.7,29.8,4.9,99.4,100,0,NA,6.2,5.4,25.9,7.3,0,30.4,87393,102187,93.5,88.6,10.4,6.5,4.6,100,0,42.2,98.5,0,12153
2.7,3.06,87.1,20,21.3,91.5,98.3,1.7,0,3.1,2.5,34.1,3.8,0,30.2,66579,78182,94.4,75.9,31.7,5.6,13.4,83.1,16.9,44.6,92.8,1.7,12154
2.7,3.11,91.9,20.3,12.4,91.7,98.2,1.3,0,1.7,3.8,28.3,5.4,0,27.5,51304,54291,95.4,73.2,31.7,4.6,12.8,78.1,21.9,40.2,98.7,0.5,12155
2.92,3.74,88.9,24.6,5.7,95.8,99.5,0.5,0,0,8.1,32.2,11.9,0,23.3,78170,89337,94,90.4,13.9,6,5.3,83.1,16.9,36.3,99.8,0,12156
2.35,2.96,87.3,15.8,20.6,88,96,2.5,10,5.5,3.7,47.1,7,0.3,37.2,53929,69531,94.7,74.8,44.8,5.3,7.8,81.4,18.6,49.7,97.5,5,12157
2.71,3.3,94.4,30.2,14,92.2,98.1,1.9,0,5,3.1,26.5,4.2,0.5,28,81006,90419,96.6,84.3,24.3,3.4,7,85.8,14.2,40.1,95,0.9,12158
2.41,3.13,96.7,61.4,10.1,96.2,91.1,8,5.1,10.7,2.2,34.6,3.3,0.7,20.9,87927,133975,97.4,90.2,25.4,2.6,3.1,74.5,25.5,46.3,89.2,2.9,12159
2.65,3,89.3,14.9,12.8,97.1,98.3,1.3,0,2.7,4.7,37.1,7.5,0,31.5,58333,64751,87.1,67.4,28.2,12.9,15.9,91.2,8.8,48.7,99,5.4,12160
2.68,4,100,71.2,0,100,100,0,NA,25.4,0,28.8,0,0,NA,NA,NA,83.5,83.5,0,16.5,0,55.9,44.1,41.2,100,0,12161
4.2,3.95,83.2,25.9,28.6,83.6,91.4,8.6,0,8.4,0.8,44.1,1.5,0,15.8,58125,70971,81.8,72.7,50.8,18.2,11.2,90.6,9.4,57.1,89.3,0.3,12164
1.98,2.21,100,41.6,15.3,100,93.1,6.9,0,3.1,5.6,34.9,8.5,17.3,41,105833,95192,82.4,69.5,45.8,17.6,20.6,74.2,25.8,56.4,100,0,12165
2.56,3,87.3,14,13.2,91.3,97.3,1.6,0,4.7,6.5,41.9,11.1,1.4,36.7,43646,57910,89,68,39.7,11,16.1,89.4,10.6,47.4,95.6,1,12166
2.43,3.04,87.4,24.4,19.1,86.5,94.9,4.8,0,6,6.3,45.4,11.6,1.2,24.9,46875,60987,91.1,66,42.5,8.9,17,67.9,32.1,48.4,97.4,2.1,12167
2.38,2.85,95,19.8,17.5,88.5,99.5,0,NA,0.7,11.2,31.2,16.2,0,34.1,60417,71752,93.1,78.8,31,6.9,10.7,76.4,23.6,45.4,100,0.9,12168
2.42,2.94,90.7,15,7.2,91.8,91.5,8.5,47.1,30.7,5.2,43.4,9.2,0,32.6,50938,67355,95.3,81,30.9,4.7,14,89.2,10.8,48.9,92.8,10.2,12169
2.8,3.32,92.8,24.3,11.5,93.6,97.1,2.3,14.3,2.8,8,31.8,11.9,2.3,32.2,66450,78466,96.6,71,36.7,3.4,7.5,84.5,15.5,41.5,97.5,1.8,12170
2.6,3.1,66.8,8.3,23.5,100,100,0,NA,0,11.1,36.1,17.3,0,28.5,46806,46930,96.3,73.2,38.4,3.7,6.4,72.2,27.8,53.1,100,0,12172
2.44,2.78,93.3,22.8,15.2,87.9,96.8,3.2,0,3.8,2.1,35.1,3.3,0,34.4,68857,76351,96,76.5,31.8,4,14.1,75.9,24.1,41.2,95,2.1,12173
2.62,2.69,90.6,24.5,12.4,97.3,95,3.7,0,5.3,4.1,29.8,5.8,0,25.3,57917,71138,98.7,57.2,45.5,1.3,14,60.5,39.5,40.6,99,4.3,12174
2.45,3.17,90.5,13.5,15.4,86.3,97.2,2.8,0,2.2,16.2,41.2,27.5,0,28,48456,58949,95.5,64.4,45,4.5,14.9,89.5,10.5,42.2,91.2,0.3,12175
3.35,3.94,93.2,24.1,41.5,96.2,95.3,4.7,0,7.3,13.6,57.5,32.1,0,103.8,75760,72061,100,80.5,34,0,14.8,100,0,27.1,92,0,12176
1.85,2.76,96.8,13.6,7.3,86.2,95.7,4.3,0,0,17.7,21.7,22.6,0,25.4,70250,79172,97.6,93.3,41.5,2.4,0,83.2,16.8,45.4,98.9,0,12177
2.26,2.95,88.2,29.5,12.8,76,91.1,7.6,23.2,11.2,5.2,36.7,8.2,4.8,20.6,49283,64548,93.2,70.4,34.7,6.8,20.6,47.4,52.6,33.8,76.6,6.3,12180
2.42,3.21,83.8,18,14.4,87.3,95.6,3.9,6,7,9,36.3,14.2,2.2,22.6,40327,55328,94,64.1,44.3,6,19.4,56.9,43.1,37.7,83.2,7.8,12182
2.44,3.2,93.2,16.9,10.1,75,95.4,4.6,93.4,9.7,4.5,29.7,6.4,0,17,55000,60152,91,68.3,37,9,10.7,33.3,66.7,36.3,91.7,8.6,12183
2.49,2.99,91.1,37.2,13,95.9,95.2,3.9,0.4,7.3,2.4,38.2,3.8,1,27.1,77500,98434,97.2,82.7,30.7,2.8,6,80.4,19.6,47.1,94.7,4.5,12184
2.52,3.07,95.8,25.8,12.1,95.7,98.6,1.4,0,1.4,1.2,30.7,1.7,0.5,31.2,72400,87087,95.7,90.2,22.9,4.3,4,89.5,10.5,47.5,99.7,1,12185
2.53,3.02,95.6,52.2,7.6,94.6,96.1,2.8,0,5.7,4,36.8,6.3,1.2,23.1,86648,100867,98,87.2,27.6,2,6,85,15,45.1,94.3,4,12186
2.17,2.71,91.7,34.5,20.4,92.8,98.6,1.4,0,7.1,4.7,41.1,8,0,31.1,49464,60619,95.1,72.9,33.1,4.9,12.3,100,0,46.7,99.3,3.9,12187
2.36,3.01,93.4,28.9,11.8,91.9,94.2,5.2,6.5,7.4,5.1,24.8,6.7,1.7,21.7,62439,82547,93.6,83,23.8,6.4,7.5,64.1,35.9,40.1,92.6,1.7,12188
2.25,3.14,92.1,26,14.5,79.6,89.6,9,13.5,12.2,5,28.4,7,4.6,19.9,49157,62416,91.8,72.5,33.4,8.2,13.2,43.3,56.7,36.6,80.5,5.2,12189
3.99,5.08,93.6,17.9,15.5,96,99.8,0.2,0,3.8,9.4,50.6,19,0.9,28,43000,53808,86.9,72.9,33.7,13.1,15.9,90.6,9.4,52.3,99.2,1,12190
3.05,3.43,92,21.8,11.8,98.1,91.9,7.5,0,2.4,2.1,49.4,4.2,0,31.2,63462,85863,91.3,70.8,41.5,8.7,7.8,91.1,8.9,47,92.6,3.6,12192
2.44,2.87,92.9,28,10.9,97.2,95.9,4.1,0,3.9,5.2,35.8,8.1,1.1,32.3,76786,87103,97.8,85.2,28.3,2.2,6,97.8,2.2,47,97.3,0,12193
2.36,2.78,91.4,9.5,17.9,98,98.7,1.3,0,6.1,2.5,52.1,5.3,0,29.7,61250,58779,92.3,72.4,38.5,7.7,16.7,100,0,51,100,0,12194
1.4,1.94,100,55.8,25.5,100,71.3,28.7,0,19.7,0,35,0,0,24.5,NA,51013,88.5,72.6,44.6,11.5,11.5,53.6,46.4,48.1,100,0,12195
2.59,3.05,96.7,44.6,4.7,88.5,95.1,3,6.9,5.7,2.7,28.5,3.7,0,23.3,92500,103636,97.1,87.8,20.4,2.9,2.7,88,12,45,96.7,1.3,12196
2.43,3.06,82.7,22.5,13.8,94,93,5.1,0,9.8,4.2,44.1,7.5,0,32,44250,58061,94.2,71.7,44,5.8,15,83.8,16.2,50.1,95.6,7.8,12197
2.69,3.15,92.4,34.2,12.6,85.7,94.6,4.9,16.6,7.7,4,27.6,5.5,0,22.2,82899,94233,94.7,83.1,24.4,5.3,4.7,85.6,14.4,39.8,93.9,1.6,12198
2.18,3.32,85.2,20.9,18.2,86.7,88.8,9.9,10.4,13.2,8.2,35.8,12.7,27.3,24.1,25952,38722,87.3,42.9,52.6,12.7,33,26.3,73.7,33.9,23.5,11,12202
2.01,2.92,92.9,44.9,9.7,80.3,88.1,10.5,21.3,13.6,3.8,39.2,6.3,8.3,18.5,51842,68303,91.2,80.1,23.7,8.8,17.8,50.8,49.2,33.1,77.8,6.3,12203
2.18,3.1,92.1,44.9,11.6,78.7,87.9,11.7,22.8,12.1,3.4,26.2,4.6,10,18.2,49408,66868,94.4,74.7,29.3,5.6,17.2,26.8,73.2,33.5,56.9,10.9,12204
2.39,3.1,91.5,27,12.2,91.2,89.9,9,13,12.9,4.1,33.3,6.1,2.3,19.7,64161,72483,94.7,79.1,33.3,5.3,7,68,32,43.4,85,3.8,12205
2.51,3.71,84,20.1,13,81.7,85.4,11.6,14.5,19.6,9.8,37.7,15.8,27.7,20,28239,43805,87,43.4,55.5,13,36.3,28.1,71.9,30.5,34.1,14.2,12206
1.52,3.31,74.6,15.8,27.9,82.7,95.9,3.2,0,6.8,7.1,60,17.7,28.6,20.5,10675,22454,92.1,31.9,69.1,7.9,59.5,8.4,91.6,48,32.9,6.4,12207
2.21,3.11,95,48.8,11.5,81,86.9,12.4,22.4,16,3.4,32.1,5,5.3,17.7,56018,71057,93.2,80.6,25.4,6.8,18.1,45.6,54.4,33.9,70.8,5.9,12208
2.7,3.57,86.4,31.6,14,86,82.7,16.1,43.8,17.4,3.2,36.4,5.1,12.6,19.6,52788,63914,96.2,65.8,42.3,3.8,27.8,53.6,46.4,35.2,53.4,9,12209
1.84,3.03,92.5,39.4,8.3,82.3,89.9,9.1,14.9,11.1,2.7,30.9,3.9,18.3,19,43535,63806,88.3,65.2,32.2,11.7,24.2,23.5,76.5,32,44.4,11.3,12210
2.46,3.08,94.8,50.7,9.8,89.8,90.1,8.3,22.5,11.2,1.7,40.3,2.8,2.6,17.3,90734,122509,97.9,89,29.8,2.1,4.6,88.6,11.4,47.7,86.1,2.8,12211
NA,NA,67.2,10.9,4.3,63,91.7,7.2,30.8,19.7,4.8,73.6,18.2,14.4,13.7,NA,NA,94.2,86.5,9,5.8,NA,NA,NA,19.6,69.2,11.3,12222
2.57,3.37,94.7,33.2,12.5,91.3,96,3.3,4.6,4.8,3.7,36.3,5.9,1,22.9,66437,76793,96.2,82.3,29.5,3.8,4.9,74.8,25.2,43.9,94.5,3.1,12302
2.69,3.41,90.6,31,11.1,92.5,89.6,8.4,3,10.3,5.8,32.9,8.6,2.4,22,62402,82336,93.6,72.5,35.9,6.4,10.4,73.9,26.1,40.3,77.9,6.8,12303
2.69,3.58,85,21,12.2,87.1,85,13.6,7.4,12.2,5.2,32.3,7.7,9.7,22.3,48427,59610,92.3,65.4,39.5,7.7,15.6,62.9,37.1,36.5,63.4,9.1,12304
1.54,2.93,81.3,22.2,21.7,71.2,89.8,8.1,22.7,11.4,5.8,48.9,11.3,11.8,22.1,25552,37461,91.6,57.3,43.7,8.4,28.8,15.3,84.7,39.7,67.7,10.3,12305
2.68,3.33,92.7,23.4,12.6,93.1,93.4,5.8,5.3,6.5,4,32.2,5.9,2.1,22.5,59816,69903,93.2,76.5,30,6.8,9.9,73.8,26.2,40.9,90.6,4.1,12306
3.05,4.27,76.7,8,16.8,83.4,74.9,22.5,4.2,14,10.4,47.5,19.8,14.6,20.5,17772,28693,86.8,27.7,67.9,13.2,51.8,32.1,67.9,27.3,25.7,18.7,12307
2.46,3.65,88,32.5,13.8,88.5,83,14.6,18.6,15.4,4.6,39,7.5,7,22.9,43908,56402,90.4,61.5,39.6,9.6,18.8,45.1,54.9,33.5,68.2,9.3,12308
2.69,3.32,96.1,54.8,11.7,91.2,85.9,12.8,14,14,3.1,33.8,4.7,1.1,21.2,92904,112816,96,86.9,23.7,4,4.7,82.1,17.9,43.9,86.2,2.4,12309
2.36,3.09,85.2,23.6,16.7,86.2,88.6,10.3,13.6,14.3,6.3,36,9.8,2.7,23,46071,60220,90.8,58.3,46.3,9.2,15.9,53.9,46.1,42.2,77.8,12.4,12401
2.54,3.24,93.9,38.7,15.9,87.8,94.3,5.3,0,5.6,6.5,29.1,9.3,8.3,31.2,71615,134097,92,77.5,38.1,8,3.7,87.1,12.9,41.7,89.3,3.6,12404
2.48,3.17,97.7,16.2,31.6,81.3,90.8,9.2,0,7.5,0,64.2,0,0,31,44485,50125,91.1,61,56.7,8.9,2.9,72.6,27.4,65.2,100,0,12405
1.8,2.65,90,24,19.3,83.3,94.2,3.4,0,9.9,8.3,43.3,14.6,2.6,16.5,41111,70540,90,61.7,37.6,10,20.2,67.1,32.9,48.9,92.9,6.5,12406
1.8,3.06,96.2,33.8,6.8,93.8,78.4,21.6,0,1.9,2,34.4,3,0,25.6,70833,77386,100,82.7,23.5,0,6.2,93.3,6.7,48.5,89.5,4.3,12407
2.05,2.77,96.8,56.9,11.7,91.8,91.3,8.7,13.3,6.2,7.6,33,11.4,4.5,36.7,65625,99169,92.4,71.7,42.7,7.6,11,82.6,17.4,57.9,95.8,1.3,12409
2.11,2.84,95.8,28.9,10.9,93.9,96.5,3.5,0,8.6,2.9,41.3,5,0,41.8,60469,68660,96.3,87.2,26.6,3.7,5.9,89,11,53.8,99.2,1.5,12410
3.19,3.49,89.5,19.6,6.5,100,95.5,3.1,0,7,5.4,22.4,6.9,0,24.3,81518,68414,100,83.8,28,0,10.5,100,0,41.2,93.2,0,12411
1.79,2.47,90.5,17,1.5,66.7,79.1,14.3,0,17.6,14,41.9,24,0,36.1,50568,86449,89.8,60.7,51.1,10.2,26.5,58.4,41.6,49.7,72.2,11.1,12412
2.2,2.82,75.3,12.2,17.1,94.9,92,7.7,32.5,7.9,9.7,50.5,19.7,0.9,24.9,33468,48154,93.6,64.9,42.3,6.4,19.8,55.1,44.9,47.9,96.7,0.8,12413
2.61,3.13,89.1,18.9,20.7,87.2,93.8,5.9,0,7.3,6.8,43.8,12,1.2,24.1,46925,62979,91.1,71.3,38.3,8.9,15,63.6,36.4,43,80,6.2,12414
1.28,3,90.1,40.5,19.7,92.9,100,0,NA,0,9.7,46.8,18.2,0,NA,25050,28107,85.8,77.2,39.4,14.2,17.3,97,3,59.4,100,0,12416
3.13,3.66,83,4.4,15.5,94.4,96.6,2.8,0,0,1.3,37.9,2,0,20.5,50549,57654,93.9,55.2,46.6,6.1,11.8,68.2,31.8,33.8,70.5,2,12417
3.19,3.23,80,20,19.5,86.3,94.8,5.2,0,2.3,3.1,47.1,5.9,0,36.6,63393,67328,75.3,60,28.8,24.7,19.9,96,4,48,92.5,0,12418
2.6,3.27,100,21.8,14.3,98,100,0,NA,3.9,18.7,30.2,26.8,0,27.3,55893,55726,91.7,46.9,47.1,8.3,25.8,52.6,47.4,34.8,92.2,4.3,12419
2.44,2.62,91.6,50.7,17.3,98.6,93.6,6.4,0,6.8,5,39.4,8.2,8.5,40.4,86466,87346,85.5,81.3,22.3,14.5,4.2,79.9,20.1,53.2,93.6,6.4,12420
1.85,2.37,73.1,34.7,10.9,98.5,92,6.9,0,7.1,8.3,41.5,14.2,5.6,47,45313,54735,98.3,78.8,54.7,1.7,1.7,91.5,8.5,58.4,96,1.1,12421
3.07,3.26,86.8,24.8,22,86.4,97.2,2.8,0,1.7,6.5,45.5,11.9,0,29.7,67569,84231,100,79.4,41.5,0,13.4,100,0,52.6,100,0,12422
